CMBODY             =                            3
CMBODY_RADIUS      =                     6378.137  KM
GRAPH CBF          =                            F
   JULIAN DATE (day)              X (km)              Y (km)              Z (km)
      2458520.852904      -107871423.289       100620704.452           -4006.798
      2458520.952904      -108051055.274       100431284.196           -3990.244
      2458521.052904      -108230351.808       100241553.033           -3973.801
      2458521.152904      -108409312.334       100051511.607           -3957.473
      2458521.252904      -108587936.296        99861160.558           -3941.265
      2458521.352904      -108766223.141        99670500.532           -3925.178
      2458521.452904      -108944172.318        99479532.174           -3909.217
      2458521.552904      -109121783.276        99288256.131           -3893.384
      2458521.652904      -109299055.469        99096673.051           -3877.682
      2458521.752904      -109475988.350        98904783.583           -3862.115
      2458521.852904      -109652581.376        98712588.379           -3846.686
      2458521.952904      -109828834.005        98520088.091           -3831.398
      2458522.052904      -110004745.696        98327283.370           -3816.253
      2458522.152904      -110180315.912        98134174.872           -3801.255
      2458522.252904      -110355544.117        97940763.252           -3786.406
      2458522.352904      -110530429.778        97747049.167           -3771.709
      2458522.452904      -110704972.360        97553033.274           -3757.167
      2458522.552904      -110879171.336        97358716.233           -3742.783
      2458522.652904      -111053026.177        97164098.704           -3728.558
      2458522.752904      -111226536.356        96969181.348           -3714.496
      2458522.852904      -111399701.350        96773964.828           -3700.598
      2458522.952904      -111572520.637        96578449.806           -3686.868
      2458523.052904      -111744993.696        96382636.948           -3673.308
      2458523.152904      -111917120.010        96186526.919           -3659.919
      2458523.252904      -112088899.063        95990120.385           -3646.704
      2458523.352904      -112260330.341        95793418.015           -3633.666
      2458523.452904      -112431413.332        95596420.477           -3620.805
      2458523.552904      -112602147.526        95399128.440           -3608.125
      2458523.652904      -112772532.416        95201542.576           -3595.627
      2458523.752904      -112942567.496        95003663.556           -3583.313
      2458523.852904      -113112252.262        94805492.053           -3571.185
      2458523.952904      -113281586.213        94607028.740           -3559.244
      2458524.052904      -113450568.850        94408274.291           -3547.491
      2458524.152904      -113619199.675        94209229.383           -3535.930
      2458524.252904      -113787478.193        94009894.691           -3524.560
      2458524.352904      -113955403.911        93810270.892           -3513.384
      2458524.452904      -114122976.338        93610358.666           -3502.402
      2458524.552904      -114290194.986        93410158.690           -3491.616
